TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,SR_authorized_actions-action_details-resource_details-arn-arn_variables,BC_operation_name,BC_input_shape_name,BC_member_name,BC_is_required,BC_member_shape_name,BC_member_shape_type,TF_successful_arn_variable_match
vpclattice,aws_vpclattice_listener_rule,Listener Rule,0,0,1,2,1,CreateRule,/Users/hbwei/terraform-provider-aws/internal/service/vpclattice/listener_rule.go,vpc-lattice,vpc-lattice:CreateRule,vpc-lattice:CreateRule,Rule,arn:${Partition}:vpc-lattice:${Region}:${Account}:service/${ServiceId}/listener/${ListenerId}/rule/${RuleId},ListenerId,,,,,,,false
vpclattice,aws_vpclattice_listener_rule,Listener Rule,0,0,1,2,1,CreateRule,/Users/hbwei/terraform-provider-aws/internal/service/vpclattice/listener_rule.go,vpc-lattice,vpc-lattice:CreateRule,vpc-lattice:CreateRule,Rule,arn:${Partition}:vpc-lattice:${Region}:${Account}:service/${ServiceId}/listener/${ListenerId}/rule/${RuleId},RuleId,,,,,,,false
imagebuilder,aws_imagebuilder_component,Component,0,0,1,2,1,CreateComponent,/Users/hbwei/terraform-provider-aws/internal/service/imagebuilder/component.go,imagebuilder,imagebuilder:CreateComponent,imagebuilder:CreateComponent,component,arn:${Partition}:imagebuilder:${Region}:${Account}:component/${ComponentName}/${ComponentVersion}/${ComponentBuildVersion},ComponentName,,,,,,,false
imagebuilder,aws_imagebuilder_component,Component,0,0,1,2,1,CreateComponent,/Users/hbwei/terraform-provider-aws/internal/service/imagebuilder/component.go,imagebuilder,imagebuilder:CreateComponent,imagebuilder:CreateComponent,component,arn:${Partition}:imagebuilder:${Region}:${Account}:component/${ComponentName}/${ComponentVersion}/${ComponentBuildVersion},ComponentVersion,,,,,,,false
imagebuilder,aws_imagebuilder_component,Component,0,0,1,2,1,CreateComponent,/Users/hbwei/terraform-provider-aws/internal/service/imagebuilder/component.go,imagebuilder,imagebuilder:CreateComponent,imagebuilder:CreateComponent,component,arn:${Partition}:imagebuilder:${Region}:${Account}:component/${ComponentName}/${ComponentVersion}/${ComponentBuildVersion},ComponentBuildVersion,,,,,,,false
lightsail,aws_lightsail_lb_https_redirection_policy,Load Balancer HTTPS Redirection Policy,0,0,2,3,1,UpdateLoadBalancerAttribute,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/lb_https_redirection_policy.go,lightsail,lightsail:UpdateLoadBalancerAttribute,lightsail:UpdateLoadBalancerAttribute,LoadBalancer,arn:${Partition}:lightsail:${Region}:${Account}:LoadBalancer/${Id},Id,,,,,,,false
lightsail,aws_lightsail_lb_stickiness_policy,Load Balancer Stickiness Policy,0,0,2,3,1,UpdateLoadBalancerAttribute,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/lb_stickiness_policy.go,lightsail,lightsail:UpdateLoadBalancerAttribute,lightsail:UpdateLoadBalancerAttribute,LoadBalancer,arn:${Partition}:lightsail:${Region}:${Account}:LoadBalancer/${Id},Id,,,,,,,false
glacier,aws_glacier_vault,Vault,0,0,3,6,3,SetVaultNotifications,/Users/hbwei/terraform-provider-aws/internal/service/glacier/vault.go,glacier,glacier:SetVaultNotifications,glacier:SetVaultNotifications,vault,arn:${Partition}:glacier:${Region}:${Account}:vaults/${VaultName},VaultName,SetVaultNotifications,SetVaultNotificationsInput,vaultName,true,string,string,true
globalaccelerator,aws_globalaccelerator_custom_routing_listener,Custom Routing Listener,0,0,2,3,1,CreateCustomRoutingListener,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_listener.go,globalaccelerator,globalaccelerator:CreateCustomRoutingListener,globalaccelerator:CreateCustomRoutingListener,accelerator,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId},ResourceId,,,,,,,false
datasync,aws_datasync_location_s3,Location S3,0,0,1,2,1,CreateLocationS3,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_s3.go,datasync,datasync:CreateLocationS3,datasync:CreateLocationS3,,,,,,,,,,false
route53recoveryreadiness,aws_route53recoveryreadiness_recovery_group,Recovery Group,0,0,1,2,1,CreateRecoveryGroup,/Users/hbwei/terraform-provider-aws/internal/service/route53recoveryreadiness/recovery_group.go,route53-recovery-readiness,route53-recovery-readiness:CreateRecoveryGroup,route53-recovery-readiness:CreateRecoveryGroup,recoverygroup,arn:${Partition}:route53-recovery-readiness::${Account}:recovery-group/${ResourceId},ResourceId,,,,,,,false
codepipeline,aws_codepipeline,Pipeline,0,0,1,2,1,CreatePipeline,/Users/hbwei/terraform-provider-aws/internal/service/codepipeline/codepipeline.go,codepipeline,codepipeline:CreatePipeline,codepipeline:CreatePipeline,pipeline,arn:${Partition}:codepipeline:${Region}:${Account}:${PipelineName},PipelineName,,,,,,,false
s3,aws_s3_bucket_policy,Bucket Policy,0,0,1,2,1,PutBucketPolicy,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_policy.go,s3,s3:PutBucketPolicy,s3:PutBucketPolicy,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
s3,aws_s3_bucket_replication_configuration,Bucket Replication Configuration,0,0,1,2,1,PutBucketReplication,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_replication_configuration.go,s3,s3:PutBucketReplication,s3:PutReplicationConfiguration,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
route53resolver,aws_route53_resolver_endpoint,Endpoint,0,0,2,3,1,CreateResolverEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/endpoint.go,route53resolver,route53resolver:CreateResolverEndpoint,route53resolver:CreateResolverEndpoint,resolver-endpoint,arn:${Partition}:route53resolver:${Region}:${Account}:resolver-endpoint/${ResourceId},ResourceId,,,,,,,false
backup,aws_backup_vault_lock_configuration,Vault Lock Configuration,0,0,1,2,1,PutBackupVaultLockConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/backup/vault_lock_configuration.go,backup,backup:PutBackupVaultLockConfiguration,backup:PutBackupVaultLockConfiguration,backupVault,arn:${Partition}:backup:${Region}:${Account}:backup-vault:${BackupVaultName},BackupVaultName,PutBackupVaultLockConfiguration,PutBackupVaultLockConfigurationInput,BackupVaultName,true,BackupVaultName,string,true
sagemaker,aws_sagemaker_device_fleet,Device Fleet,0,0,1,2,1,CreateDeviceFleet,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/device_fleet.go,sagemaker,sagemaker:CreateDeviceFleet,sagemaker:CreateDeviceFleet,device-fleet,arn:${Partition}:sagemaker:${Region}:${Account}:device-fleet/${DeviceFleetName},DeviceFleetName,CreateDeviceFleet,CreateDeviceFleetRequest,DeviceFleetName,true,EntityName,string,true
rum,aws_rum_metrics_destination,Metrics Destination,0,0,1,2,1,PutRumMetricsDestination,/Users/hbwei/terraform-provider-aws/internal/service/rum/metrics_destination.go,rum,rum:PutRumMetricsDestination,rum:PutRumMetricsDestination,AppMonitorResource,arn:${Partition}:rum:${Region}:${Account}:appmonitor/${Name},Name,,,,,,,false
glue,aws_glue_ml_transform,ML Transform,0,0,1,2,1,CreateMLTransform,/Users/hbwei/terraform-provider-aws/internal/service/glue/ml_transform.go,glue,glue:CreateMLTransform,glue:CreateMLTransform,,,,,,,,,,false
connect,aws_connect_lambda_function_association,Lambda Function Association,0,0,1,2,1,AssociateLambdaFunction,/Users/hbwei/terraform-provider-aws/internal/service/connect/lambda_function_association.go,connect,connect:AssociateLambdaFunction,connect:AssociateLambdaFunction,instance,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId},InstanceId,AssociateLambdaFunction,AssociateLambdaFunctionRequest,InstanceId,true,InstanceId,string,true
eks,aws_eks_fargate_profile,Fargate Profile,0,0,1,2,1,CreateFargateProfile,/Users/hbwei/terraform-provider-aws/internal/service/eks/fargate_profile.go,eks,eks:CreateFargateProfile,eks:CreateFargateProfile,cluster,arn:${Partition}:eks:${Region}:${Account}:cluster/${ClusterName},ClusterName,CreateFargateProfile,CreateFargateProfileRequest,clusterName,true,String,string,true
ds,aws_directory_service_directory,Directory,6,0,5,11,1,DeleteDirectory,/Users/hbwei/terraform-provider-aws/internal/service/ds/directory.go,ds,ds:DeleteDirectory,ds:DeleteDirectory,directory,arn:${Partition}:ds:${Region}:${Account}:directory/${DirectoryId},DirectoryId,DeleteDirectory,DeleteDirectoryRequest,DirectoryId,true,DirectoryId,string,true
ce,aws_ce_anomaly_subscription,Anomaly Subscription,0,0,1,2,1,CreateAnomalySubscription,/Users/hbwei/terraform-provider-aws/internal/service/ce/anomaly_subscription.go,ce,ce:CreateAnomalySubscription,ce:CreateAnomalySubscription,,,,,,,,,,false
memorydb,aws_memorydb_acl,ACL,0,0,1,2,1,CreateACL,/Users/hbwei/terraform-provider-aws/internal/service/memorydb/acl.go,memorydb,memorydb:CreateACL,memorydb:CreateAcl,user,arn:${Partition}:memorydb:${Region}:${Account}:user/${UserName},UserName,,,,,,,false
iot,aws_iot_event_configurations,Event Configurations,0,0,1,2,1,UpdateEventConfigurations,/Users/hbwei/terraform-provider-aws/internal/service/iot/event_configurations.go,iot,iot:UpdateEventConfigurations,iot:UpdateEventConfigurations,,,,,,,,,,false
rds,aws_db_parameter_group,DB Parameter Group,0,0,5,6,1,CreateDBParameterGroup,/Users/hbwei/terraform-provider-aws/internal/service/rds/parameter_group.go,rds,rds:CreateDBParameterGroup,rds:CreateDBParameterGroup,pg,arn:${Partition}:rds:${Region}:${Account}:pg:${ParameterGroupName},ParameterGroupName,,,,,,,false
connect,aws_connect_security_profile,Security Profile,0,0,2,3,1,CreateSecurityProfile,/Users/hbwei/terraform-provider-aws/internal/service/connect/security_profile.go,connect,connect:CreateSecurityProfile,connect:CreateSecurityProfile,security-profile,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/security-profile/${SecurityProfileId},InstanceId,CreateSecurityProfile,CreateSecurityProfileRequest,InstanceId,true,InstanceId,string,true
connect,aws_connect_security_profile,Security Profile,0,0,2,3,1,CreateSecurityProfile,/Users/hbwei/terraform-provider-aws/internal/service/connect/security_profile.go,connect,connect:CreateSecurityProfile,connect:CreateSecurityProfile,security-profile,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/security-profile/${SecurityProfileId},SecurityProfileId,,,,,,,false
codeartifact,aws_codeartifact_repository,Repository,0,0,1,3,2,AssociateExternalConnection,/Users/hbwei/terraform-provider-aws/internal/service/codeartifact/repository.go,codeartifact,codeartifact:AssociateExternalConnection,codeartifact:AssociateExternalConnection,repository,arn:${Partition}:codeartifact:${Region}:${Account}:repository/${DomainName}/${RepositoryName},DomainName,,,,,,,false
codeartifact,aws_codeartifact_repository,Repository,0,0,1,3,2,AssociateExternalConnection,/Users/hbwei/terraform-provider-aws/internal/service/codeartifact/repository.go,codeartifact,codeartifact:AssociateExternalConnection,codeartifact:AssociateExternalConnection,repository,arn:${Partition}:codeartifact:${Region}:${Account}:repository/${DomainName}/${RepositoryName},RepositoryName,,,,,,,false
transfer,aws_transfer_access,Access,0,0,1,2,1,CreateAccess,/Users/hbwei/terraform-provider-aws/internal/service/transfer/access.go,transfer,transfer:CreateAccess,transfer:CreateAccess,server,arn:${Partition}:transfer:${Region}:${Account}:server/${ServerId},ServerId,CreateAccess,CreateAccessRequest,ServerId,true,ServerId,string,true
codeartifact,aws_codeartifact_repository,Repository,0,0,1,3,2,CreateRepository,/Users/hbwei/terraform-provider-aws/internal/service/codeartifact/repository.go,codeartifact,codeartifact:CreateRepository,codeartifact:CreateRepository,,,,,,,,,,false
devicefarm,aws_devicefarm_project,Project,0,0,1,2,1,CreateProject,/Users/hbwei/terraform-provider-aws/internal/service/devicefarm/project.go,devicefarm,devicefarm:CreateProject,devicefarm:CreateProject,,,,,,,,,,false
connect,aws_connect_user_hierarchy_structure,User Hierarchy Structure,0,0,1,2,1,UpdateUserHierarchyStructure,/Users/hbwei/terraform-provider-aws/internal/service/connect/user_hierarchy_structure.go,connect,connect:UpdateUserHierarchyStructure,connect:UpdateUserHierarchyStructure,instance,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId},InstanceId,UpdateUserHierarchyStructure,UpdateUserHierarchyStructureRequest,InstanceId,true,InstanceId,string,true
cloudfront,aws_cloudfront_key_group,Key Group,0,0,1,2,1,CreateKeyGroup,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/key_group.go,cloudfront,cloudfront:CreateKeyGroup,cloudfront:CreateKeyGroup,,,,,,,,,,false
servicediscovery,aws_service_discovery_instance,Instance,0,0,2,3,1,RegisterInstance,/Users/hbwei/terraform-provider-aws/internal/service/servicediscovery/instance.go,servicediscovery,servicediscovery:RegisterInstance,servicediscovery:RegisterInstance,service,arn:${Partition}:servicediscovery:${Region}:${Account}:service/${ServiceId},ServiceId,RegisterInstance,RegisterInstanceRequest,ServiceId,true,Arn,string,true
datapipeline,aws_datapipeline_pipeline_definition,Pipeline Definition,0,0,1,3,2,PutPipelineDefinition,/Users/hbwei/terraform-provider-aws/internal/service/datapipeline/pipeline_definition.go,datapipeline,datapipeline:PutPipelineDefinition,datapipeline:PutPipelineDefinition,pipeline,arn:${Partition}:datapipeline:${Region}:${Account}:pipeline/${PipelineId},PipelineId,PutPipelineDefinition,PutPipelineDefinitionInput,pipelineId,true,id,string,true
inspector,aws_inspector_assessment_template,Assessment Template,0,0,3,4,1,CreateAssessmentTemplate,/Users/hbwei/terraform-provider-aws/internal/service/inspector/assessment_template.go,inspector,inspector:CreateAssessmentTemplate,inspector:CreateAssessmentTemplate,,,,,,,,,,false
wafv2,aws_wafv2_ip_set,IP Set,0,0,1,2,1,CreateIPSet,/Users/hbwei/terraform-provider-aws/internal/service/wafv2/ip_set.go,wafv2,wafv2:CreateIPSet,wafv2:CreateIPSet,ipset,arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/ipset/${Name}/${Id},Scope,CreateIPSet,CreateIPSetRequest,Scope,true,Scope,string,true
wafv2,aws_wafv2_ip_set,IP Set,0,0,1,2,1,CreateIPSet,/Users/hbwei/terraform-provider-aws/internal/service/wafv2/ip_set.go,wafv2,wafv2:CreateIPSet,wafv2:CreateIPSet,ipset,arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/ipset/${Name}/${Id},Name,CreateIPSet,CreateIPSetRequest,Name,true,EntityName,string,true
wafv2,aws_wafv2_ip_set,IP Set,0,0,1,2,1,CreateIPSet,/Users/hbwei/terraform-provider-aws/internal/service/wafv2/ip_set.go,wafv2,wafv2:CreateIPSet,wafv2:CreateIPSet,ipset,arn:${Partition}:wafv2:${Region}:${Account}:${Scope}/ipset/${Name}/${Id},Id,,,,,,,false
eks,aws_eks_access_entry,Access Entry,0,0,1,2,1,CreateAccessEntry,/Users/hbwei/terraform-provider-aws/internal/service/eks/access_entry.go,eks,eks:CreateAccessEntry,eks:CreateAccessEntry,cluster,arn:${Partition}:eks:${Region}:${Account}:cluster/${ClusterName},ClusterName,CreateAccessEntry,CreateAccessEntryRequest,clusterName,true,String,string,true
finspace,aws_finspace_kx_user,Kx User,0,0,1,2,1,CreateKxUser,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_user.go,finspace,finspace:CreateKxUser,finspace:CreateKxUser,kxEnvironment,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId},EnvironmentId,CreateKxUser,CreateKxUserRequest,environmentId,true,IdType,string,true
iot,aws_iot_thing_principal_attachment,Thing Principal Attachment,0,0,1,2,1,AttachThingPrincipal,/Users/hbwei/terraform-provider-aws/internal/service/iot/thing_principal_attachment.go,iot,iot:AttachThingPrincipal,iot:AttachThingPrincipal,cert,arn:${Partition}:iot:${Region}:${Account}:cert/${Certificate},Certificate,,,,,,,false
s3,aws_s3_bucket_replication_configuration,Bucket Replication Configuration,0,0,1,2,1,PutBucketReplication,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_replication_configuration.go,s3,s3:PutBucketReplication,s3:PutReplicationConfiguration,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
s3outposts,aws_s3outposts_endpoint,Endpoint,0,0,1,2,1,CreateEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/s3outposts/endpoint.go,s3-outposts,s3-outposts:CreateEndpoint,s3-outposts:CreateEndpoint,endpoint,arn:${Partition}:s3-outposts:${Region}:${Account}:outpost/${OutpostId}/endpoint/${EndpointId},OutpostId,CreateEndpoint,CreateEndpointRequest,OutpostId,true,OutpostId,string,true
s3outposts,aws_s3outposts_endpoint,Endpoint,0,0,1,2,1,CreateEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/s3outposts/endpoint.go,s3-outposts,s3-outposts:CreateEndpoint,s3-outposts:CreateEndpoint,endpoint,arn:${Partition}:s3-outposts:${Region}:${Account}:outpost/${OutpostId}/endpoint/${EndpointId},EndpointId,,,,,,,false
elasticbeanstalk,aws_elastic_beanstalk_configuration_template,Configuration Template,0,0,1,2,1,CreateConfigurationTemplate,/Users/hbwei/terraform-provider-aws/internal/service/elasticbeanstalk/configuration_template.go,elasticbeanstalk,elasticbeanstalk:CreateConfigurationTemplate,elasticbeanstalk:CreateConfigurationTemplate,configurationtemplate,arn:${Partition}:elasticbeanstalk:${Region}:${Account}:configurationtemplate/${ApplicationName}/${TemplateName},ApplicationName,CreateConfigurationTemplate,CreateConfigurationTemplateMessage,ApplicationName,true,ApplicationName,string,true
elasticbeanstalk,aws_elastic_beanstalk_configuration_template,Configuration Template,0,0,1,2,1,CreateConfigurationTemplate,/Users/hbwei/terraform-provider-aws/internal/service/elasticbeanstalk/configuration_template.go,elasticbeanstalk,elasticbeanstalk:CreateConfigurationTemplate,elasticbeanstalk:CreateConfigurationTemplate,configurationtemplate,arn:${Partition}:elasticbeanstalk:${Region}:${Account}:configurationtemplate/${ApplicationName}/${TemplateName},TemplateName,CreateConfigurationTemplate,CreateConfigurationTemplateMessage,TemplateName,true,ConfigurationTemplateName,string,true
iot,aws_iot_role_alias,Role Alias,0,0,1,2,1,CreateRoleAlias,/Users/hbwei/terraform-provider-aws/internal/service/iot/role_alias.go,iot,iot:CreateRoleAlias,iot:CreateRoleAlias,rolealias,arn:${Partition}:iot:${Region}:${Account}:rolealias/${RoleAlias},RoleAlias,CreateRoleAlias,CreateRoleAliasRequest,roleAlias,true,RoleAlias,string,true
s3,aws_s3_bucket_server_side_encryption_configuration,Bucket Server Side Encryption Configuration,0,0,1,2,1,PutBucketEncryption,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_server_side_encryption_configuration.go,s3,s3:PutBucketEncryption,s3:PutEncryptionConfiguration,bucket,arn:${Partition}:s3:::${BucketName},BucketName,,,,,,,false
kafkaconnect,aws_mskconnect_worker_configuration,Worker Configuration,0,0,1,2,1,CreateWorkerConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/kafkaconnect/worker_configuration.go,kafkaconnect,kafkaconnect:CreateWorkerConfiguration,kafkaconnect:CreateWorkerConfiguration,,,,,,,,,,false
synthetics,aws_synthetics_group,Group,0,0,1,2,1,CreateGroup,/Users/hbwei/terraform-provider-aws/internal/service/synthetics/group.go,synthetics,synthetics:CreateGroup,synthetics:CreateGroup,,,,,,,,,,false
globalaccelerator,aws_globalaccelerator_custom_routing_endpoint_group,Custom Routing Endpoint Group,0,1,2,4,2,CreateCustomRoutingEndpointGroup,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_endpoint_group.go,globalaccelerator,globalaccelerator:CreateCustomRoutingEndpointGroup,globalaccelerator:CreateCustomRoutingEndpointGroup,listener,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId}/listener/${ListenerId},ResourceId,,,,,,,false
globalaccelerator,aws_globalaccelerator_custom_routing_endpoint_group,Custom Routing Endpoint Group,0,1,2,4,2,CreateCustomRoutingEndpointGroup,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_endpoint_group.go,globalaccelerator,globalaccelerator:CreateCustomRoutingEndpointGroup,globalaccelerator:CreateCustomRoutingEndpointGroup,listener,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId}/listener/${ListenerId},ListenerId,,,,,,,false
ses,aws_ses_domain_dkim,Domain DKIM,0,0,1,2,1,VerifyDomainDkim,/Users/hbwei/terraform-provider-aws/internal/service/ses/domain_dkim.go,ses,ses:VerifyDomainDkim,ses:VerifyDomainDkim,,,,,,,,,,false
lambda,aws_lambda_function_url,Function URL,0,0,1,3,2,AddPermission,/Users/hbwei/terraform-provider-aws/internal/service/lambda/function_url.go,lambda,lambda:AddPermission,lambda:AddPermission,function,arn:${Partition}:lambda:${Region}:${Account}:function:${FunctionName},FunctionName,AddPermission,AddPermissionRequest,FunctionName,true,FunctionName,string,true
lambda,aws_lambda_permission,Permission,0,0,1,2,1,AddPermission,/Users/hbwei/terraform-provider-aws/internal/service/lambda/permission.go,lambda,lambda:AddPermission,lambda:AddPermission,function,arn:${Partition}:lambda:${Region}:${Account}:function:${FunctionName},FunctionName,AddPermission,AddPermissionRequest,FunctionName,true,FunctionName,string,true
ecrpublic,aws_ecrpublic_repository,Repository,0,0,2,3,1,CreateRepository,/Users/hbwei/terraform-provider-aws/internal/service/ecrpublic/repository.go,ecr-public,ecr-public:CreateRepository,ecr-public:CreateRepository,repository,arn:${Partition}:ecr-public::${Account}:repository/${RepositoryName},RepositoryName,CreateRepository,CreateRepositoryRequest,repositoryName,true,RepositoryName,string,true
cognitoidp,aws_cognito_user,User,0,0,1,4,3,AdminDisableUser,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user.go,cognito-idp,cognito-idp:AdminDisableUser,cognito-idp:AdminDisableUser,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},UserPoolId,AdminDisableUser,AdminDisableUserRequest,UserPoolId,true,UserPoolIdType,string,true
storagegateway,aws_storagegateway_gateway,Gateway,0,2,5,14,9,UpdateGatewayInformation,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/gateway.go,storagegateway,storagegateway:UpdateGatewayInformation,storagegateway:UpdateGatewayInformation,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},GatewayId,,,,,,,false
iam,aws_iam_user_ssh_key,User SSH Key,0,1,1,3,2,UpdateSSHPublicKey,/Users/hbwei/terraform-provider-aws/internal/service/iam/user_ssh_key.go,iam,iam:UpdateSSHPublicKey,iam:UpdateSSHPublicKey,user,arn:${Partition}:iam::${Account}:user/${UserNameWithPath},UserNameWithPath,,,,,,,false
ses,aws_ses_receipt_filter,Receipt Filter,0,0,1,2,1,CreateReceiptFilter,/Users/hbwei/terraform-provider-aws/internal/service/ses/receipt_filter.go,ses,ses:CreateReceiptFilter,ses:CreateReceiptFilter,,,,,,,,,,false
sagemaker,aws_sagemaker_device,Device,0,0,1,2,1,RegisterDevices,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/device.go,sagemaker,sagemaker:RegisterDevices,sagemaker:RegisterDevices,device,arn:${Partition}:sagemaker:${Region}:${Account}:device-fleet/${DeviceFleetName}/device/${DeviceName},DeviceFleetName,RegisterDevices,RegisterDevicesRequest,DeviceFleetName,true,EntityName,string,true
sagemaker,aws_sagemaker_device,Device,0,0,1,2,1,RegisterDevices,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/device.go,sagemaker,sagemaker:RegisterDevices,sagemaker:RegisterDevices,device,arn:${Partition}:sagemaker:${Region}:${Account}:device-fleet/${DeviceFleetName}/device/${DeviceName},DeviceName,,,,,,,false
route53recoveryreadiness,aws_route53recoveryreadiness_readiness_check,Readiness Check,0,0,1,2,1,CreateReadinessCheck,/Users/hbwei/terraform-provider-aws/internal/service/route53recoveryreadiness/readiness_check.go,route53-recovery-readiness,route53-recovery-readiness:CreateReadinessCheck,route53-recovery-readiness:CreateReadinessCheck,readinesscheck,arn:${Partition}:route53-recovery-readiness::${Account}:readiness-check/${ResourceId},ResourceId,,,,,,,false
iam,aws_iam_server_certificate,Server Certificate,0,0,1,2,1,UploadServerCertificate,/Users/hbwei/terraform-provider-aws/internal/service/iam/server_certificate.go,iam,iam:UploadServerCertificate,iam:UploadServerCertificate,server-certificate,arn:${Partition}:iam::${Account}:server-certificate/${CertificateNameWithPath},CertificateNameWithPath,,,,,,,false
iot,aws_iot_topic_rule_destination,Topic Rule Destination,0,2,2,4,2,CreateTopicRuleDestination,/Users/hbwei/terraform-provider-aws/internal/service/iot/topic_rule_destination.go,iot,iot:CreateTopicRuleDestination,iot:CreateTopicRuleDestination,,,,,,,,,,false
